order_id,warehouse_id,order_date,order_priority,planned_ship_date,is_delayed,delay_days,actual_ship_date,shipping_cost
146872,4,2024-01-15,Low,2024-01-19,1,1,2024-01-20,61.37
146873,9,2024-03-31,Low,2024-04-03,0,0,2024-04-03,22.9
146874,9,2024-01-03,Medium,2024-01-06,0,0,2024-01-06,56.74
146875,7,2024-12-24,Low,2024-12-27,0,0,2024-12-27,12.85
146876,3,2024-09-06,Low,2024-09-09,0,0,2024-09-09,51.11
146877,3,2024-11-24,Critical,2024-11-28,0,0,2024-11-28,11.28
146878,8,2024-07-15,Critical,2024-07-16,0,0,2024-07-16,75.38
146879,9,2024-05-07,Medium,2024-05-08,0,0,2024-05-08,19.86
146880,3,2024-12-10,Low,2024-12-13,0,0,2024-12-13,72.62
146881,11,2024-11-30,Medium,2024-12-02,0,0,2024-12-02,76.31
146882,8,2024-05-03,Low,2024-05-05,1,7,2024-05-12,68.69
146883,6,2024-05-23,Low,2024-05-25,1,6,2024-05-31,79.13
146884,5,2024-08-17,Medium,2024-08-18,0,0,2024-08-18,74.64
146885,11,2024-05-31,Medium,2024-06-01,0,0,2024-06-01,10.79
146886,7,2024-10-19,Medium,2024-10-20,0,0,2024-10-20,40.69
146887,2,2024-03-18,Low,2024-03-22,0,0,2024-03-22,39.24
146888,1,2024-10-13,Critical,2024-10-15,0,0,2024-10-15,14.28
146889,2,2024-04-15,Low,2024-04-18,0,0,2024-04-18,29.68
146890,2,2024-10-03,Medium,2024-10-04,0,0,2024-10-04,15.86
146891,4,2024-06-21,Low,2024-06-23,1,3,2024-06-26,64.67
146892,2,2024-03-25,High,2024-03-27,1,7,2024-04-03,99.49
146893,4,2024-05-02,Low,2024-05-05,0,0,2024-05-05,70.19
146894,4,2024-10-15,High,2024-10-16,0,0,2024-10-16,46.9
146895,1,2024-08-12,Medium,2024-08-13,0,0,2024-08-13,77.13
146896,9,2024-04-09,Medium,2024-04-10,1,9,2024-04-19,109.68
146897,3,2024-07-26,Low,2024-07-29,0,0,2024-07-29,9.66
146898,4,2024-04-03,High,2024-04-04,0,0,2024-04-04,72.79
146899,3,2024-05-23,Medium,2024-05-26,0,0,2024-05-26,64.59
146900,1,2024-05-18,Medium,2024-05-20,0,0,2024-05-20,72.87
146901,10,2024-11-08,Medium,2024-11-10,0,0,2024-11-10,38.15
146902,7,2024-09-01,High,2024-09-02,1,8,2024-09-10,141.08
146903,11,2024-08-26,High,2024-08-29,0,0,2024-08-29,56.82
146904,8,2024-02-06,Medium,2024-02-09,1,8,2024-02-17,52.02
146905,1,2024-08-05,High,2024-08-08,0,0,2024-08-08,53.06
146906,12,2024-09-24,Medium,2024-09-27,0,0,2024-09-27,38.48
146907,11,2024-10-28,High,2024-10-29,0,0,2024-10-29,71.25
146908,9,2024-02-13,Medium,2024-02-16,1,2,2024-02-18,84.6
146909,11,2024-03-08,Low,2024-03-12,1,5,2024-03-17,73.45
146910,11,2024-09-08,Low,2024-09-10,0,0,2024-09-10,50.85
146911,9,2024-08-02,High,2024-08-05,0,0,2024-08-05,41.55
146912,1,2024-12-18,High,2024-12-21,0,0,2024-12-21,52.16
146913,8,2024-08-31,Medium,2024-09-01,1,3,2024-09-04,76.86
146914,4,2024-02-06,Medium,2024-02-08,0,0,2024-02-08,79.86
146915,3,2024-01-23,Low,2024-01-27,0,0,2024-01-27,49.81
146916,7,2024-08-11,Low,2024-08-14,0,0,2024-08-14,42.67
146917,2,2024-04-16,Critical,2024-04-19,0,0,2024-04-19,60.26
146918,3,2024-01-19,Critical,2024-01-21,0,0,2024-01-21,45.33
146919,9,2024-05-04,Medium,2024-05-08,1,6,2024-05-14,78.85
146920,5,2024-06-26,Medium,2024-06-30,0,0,2024-06-30,7.76
146921,6,2024-07-30,Low,2024-08-03,0,0,2024-08-03,9.72
146922,3,2024-01-07,Medium,2024-01-11,0,0,2024-01-11,64.74
146923,3,2024-04-20,Medium,2024-04-24,0,0,2024-04-24,17.26
146924,11,2024-02-01,Low,2024-02-02,1,1,2024-02-03,81.66
146925,8,2024-10-22,Medium,2024-10-25,1,2,2024-10-27,14.2
146926,3,2024-01-06,High,2024-01-08,0,0,2024-01-08,27.24
146927,12,2024-10-26,High,2024-10-27,1,6,2024-11-02,40.94
146928,10,2024-10-31,Low,2024-11-01,0,0,2024-11-01,13.63
146929,4,2024-06-02,Low,2024-06-03,0,0,2024-06-03,55.71
146930,7,2024-08-06,Medium,2024-08-08,1,6,2024-08-14,66.16
146931,9,2024-07-28,Low,2024-07-31,1,7,2024-08-07,95.56
146932,3,2024-02-21,Medium,2024-02-22,0,0,2024-02-22,79.3
146933,6,2024-12-09,Medium,2024-12-11,1,9,2024-12-20,97.49
146934,3,2024-02-04,Medium,2024-02-07,0,0,2024-02-07,48.32
146935,3,2024-09-07,Low,2024-09-08,0,0,2024-09-08,12.7
146936,6,2024-10-25,High,2024-10-28,1,6,2024-11-03,43.73
146937,1,2024-11-04,High,2024-11-08,0,0,2024-11-08,71.23
146938,1,2024-04-24,Low,2024-04-27,0,0,2024-04-27,18.74
146939,12,2024-08-23,Low,2024-08-26,0,0,2024-08-26,52.61
146940,12,2024-12-01,Medium,2024-12-03,0,0,2024-12-03,34.47
146941,12,2024-05-26,Medium,2024-05-29,0,0,2024-05-29,19.38
146942,4,2024-03-13,Low,2024-03-17,0,0,2024-03-17,35.85
146943,3,2024-04-27,Low,2024-04-28,1,1,2024-04-29,31.63
146944,7,2024-03-21,High,2024-03-23,0,0,2024-03-23,77.38
146945,12,2024-11-25,High,2024-11-26,0,0,2024-11-26,79.24
146946,7,2024-03-07,Low,2024-03-11,0,0,2024-03-11,26.37
146947,4,2024-10-30,Low,2024-10-31,0,0,2024-10-31,5.98
146948,7,2024-04-13,Low,2024-04-17,0,0,2024-04-17,40.18
146949,4,2024-03-22,Critical,2024-03-26,0,0,2024-03-26,8.86
146950,8,2024-01-11,Medium,2024-01-13,0,0,2024-01-13,9.03
146951,4,2024-09-04,Low,2024-09-06,0,0,2024-09-06,14.8
146952,2,2024-04-15,Low,2024-04-18,0,0,2024-04-18,27.64
146953,10,2024-03-08,Medium,2024-03-11,0,0,2024-03-11,16.0
146954,4,2024-10-27,High,2024-10-30,0,0,2024-10-30,32.8
146955,10,2024-08-29,Low,2024-08-31,1,2,2024-09-02,71.2
146956,3,2024-02-04,High,2024-02-06,0,0,2024-02-06,55.75
146957,5,2024-05-09,Low,2024-05-11,0,0,2024-05-11,29.67
146958,4,2024-12-30,Low,2025-01-03,1,7,2025-01-10,103.14
146959,10,2024-01-20,Low,2024-01-23,0,0,2024-01-23,73.25
146960,6,2024-09-01,Low,2024-09-04,1,3,2024-09-07,57.69
146961,3,2024-08-10,Critical,2024-08-13,0,0,2024-08-13,65.7
146962,3,2024-07-05,Critical,2024-07-08,0,0,2024-07-08,36.45
146963,4,2024-04-17,Medium,2024-04-19,0,0,2024-04-19,44.38
146964,3,2024-12-22,Medium,2024-12-24,1,6,2024-12-30,34.84
146965,3,2024-09-05,Critical,2024-09-09,0,0,2024-09-09,19.69
146966,4,2024-03-21,High,2024-03-22,1,4,2024-03-26,17.48
146967,10,2024-03-31,Medium,2024-04-01,0,0,2024-04-01,37.99
146968,8,2024-11-20,Medium,2024-11-21,0,0,2024-11-21,10.72
146969,7,2024-12-05,Low,2024-12-09,0,0,2024-12-09,36.07
146970,1,2024-03-09,Low,2024-03-10,1,6,2024-03-16,57.01
146971,4,2024-02-07,Critical,2024-02-11,0,0,2024-02-11,19.74
146972,6,2024-01-19,Medium,2024-01-22,1,1,2024-01-23,41.75
146973,7,2024-09-21,Critical,2024-09-24,0,0,2024-09-24,14.87
146974,10,2024-04-24,High,2024-04-25,0,0,2024-04-25,50.28
146975,11,2024-05-25,High,2024-05-26,0,0,2024-05-26,46.68
146976,9,2024-06-13,High,2024-06-16,0,0,2024-06-16,41.68
146977,11,2024-05-04,High,2024-05-05,1,4,2024-05-09,97.62
146978,1,2024-03-04,High,2024-03-08,1,4,2024-03-12,25.67
146979,1,2024-02-24,Medium,2024-02-27,1,3,2024-03-01,81.56
146980,2,2024-04-21,High,2024-04-23,0,0,2024-04-23,58.51
146981,4,2024-03-07,High,2024-03-11,0,0,2024-03-11,29.78
146982,2,2024-09-05,Low,2024-09-08,1,5,2024-09-13,70.82
146983,7,2024-05-10,High,2024-05-13,0,0,2024-05-13,30.2
146984,12,2024-03-16,High,2024-03-18,0,0,2024-03-18,11.37
146985,10,2024-04-19,Low,2024-04-20,0,0,2024-04-20,75.11
146986,8,2024-05-04,Low,2024-05-06,0,0,2024-05-06,26.9
146987,1,2024-09-17,Medium,2024-09-21,0,0,2024-09-21,11.48
146988,10,2024-07-26,Low,2024-07-30,0,0,2024-07-30,12.08
146989,8,2024-04-16,Low,2024-04-18,0,0,2024-04-18,48.36
146990,12,2024-10-01,Low,2024-10-05,0,0,2024-10-05,36.43
146991,12,2024-07-08,Medium,2024-07-11,0,0,2024-07-11,13.24
146992,10,2024-10-09,Medium,2024-10-10,0,0,2024-10-10,6.86
146993,9,2024-11-25,High,2024-11-26,0,0,2024-11-26,16.41
146994,9,2024-11-05,Low,2024-11-07,1,3,2024-11-10,77.31
146995,11,2024-02-14,Medium,2024-02-16,0,0,2024-02-16,70.14
146996,2,2024-09-24,Low,2024-09-28,0,0,2024-09-28,50.87
146997,3,2024-09-21,Medium,2024-09-23,0,0,2024-09-23,19.45
146998,9,2024-01-27,Medium,2024-01-30,0,0,2024-01-30,34.02
146999,8,2024-02-23,Low,2024-02-24,0,0,2024-02-24,72.05
147000,11,2024-04-11,High,2024-04-14,0,0,2024-04-14,74.96
147001,4,2024-06-02,Critical,2024-06-05,0,0,2024-06-05,21.25
147002,12,2024-10-15,High,2024-10-17,1,6,2024-10-23,25.05
147003,5,2024-05-24,Medium,2024-05-25,1,5,2024-05-30,36.33
147004,4,2024-01-19,Low,2024-01-21,0,0,2024-01-21,10.25
147005,5,2024-12-10,High,2024-12-14,0,0,2024-12-14,59.81
147006,1,2024-10-22,Low,2024-10-24,1,6,2024-10-30,53.08
147007,2,2024-10-24,Medium,2024-10-26,1,8,2024-11-03,137.99
147008,2,2024-11-02,Low,2024-11-05,1,2,2024-11-07,72.53
147009,12,2024-04-25,Critical,2024-04-26,1,3,2024-04-29,77.85
147010,5,2024-02-15,Medium,2024-02-17,1,2,2024-02-19,36.13
147011,2,2024-05-30,Low,2024-06-01,0,0,2024-06-01,78.92
147012,1,2024-10-01,Low,2024-10-03,0,0,2024-10-03,29.86
147013,11,2024-11-08,Medium,2024-11-10,1,4,2024-11-14,21.87
147014,10,2024-04-26,Medium,2024-04-29,0,0,2024-04-29,11.48
147015,5,2024-07-05,High,2024-07-06,0,0,2024-07-06,71.23
147016,2,2024-12-01,High,2024-12-05,0,0,2024-12-05,32.89
147017,2,2024-01-25,Critical,2024-01-27,0,0,2024-01-27,31.05
147018,1,2024-03-21,Low,2024-03-24,0,0,2024-03-24,66.81
147019,10,2024-08-07,Low,2024-08-11,0,0,2024-08-11,57.57
147020,3,2024-01-31,High,2024-02-02,1,4,2024-02-06,95.95
147021,2,2024-08-31,Medium,2024-09-03,0,0,2024-09-03,23.67
147022,7,2024-07-17,Medium,2024-07-21,0,0,2024-07-21,28.27
147023,8,2024-07-17,Low,2024-07-20,0,0,2024-07-20,20.15
147024,9,2024-08-25,Low,2024-08-28,1,1,2024-08-29,73.03
147025,12,2024-12-21,Medium,2024-12-22,0,0,2024-12-22,68.56
147026,8,2024-05-26,Low,2024-05-29,0,0,2024-05-29,60.31
147027,6,2024-03-16,Medium,2024-03-17,1,8,2024-03-25,117.09
147028,8,2024-12-11,Medium,2024-12-13,0,0,2024-12-13,47.13
147029,1,2024-06-14,Critical,2024-06-15,0,0,2024-06-15,5.68
147030,9,2024-12-06,Medium,2024-12-09,0,0,2024-12-09,74.95
147031,8,2024-03-11,High,2024-03-13,0,0,2024-03-13,11.93
147032,12,2024-09-10,Low,2024-09-11,0,0,2024-09-11,11.21
147033,3,2024-03-11,Low,2024-03-12,0,0,2024-03-12,69.6
147034,2,2024-10-13,High,2024-10-17,0,0,2024-10-17,76.21
147035,9,2024-08-23,Low,2024-08-26,0,0,2024-08-26,50.93
147036,12,2024-11-29,Low,2024-12-03,0,0,2024-12-03,33.12
147037,3,2024-02-28,Medium,2024-03-02,0,0,2024-03-02,5.58
147038,6,2024-10-14,Low,2024-10-18,0,0,2024-10-18,17.06
147039,2,2024-09-07,Medium,2024-09-08,0,0,2024-09-08,26.08
147040,5,2024-03-30,Medium,2024-04-01,1,3,2024-04-04,45.39
147041,6,2024-07-25,Medium,2024-07-27,0,0,2024-07-27,42.26
147042,12,2024-05-24,High,2024-05-27,1,2,2024-05-29,52.13
147043,9,2024-11-08,Low,2024-11-09,1,1,2024-11-10,53.32
147044,4,2024-03-03,Low,2024-03-06,0,0,2024-03-06,52.24
147045,10,2024-12-11,Low,2024-12-12,0,0,2024-12-12,70.26
147046,9,2024-06-14,Low,2024-06-18,0,0,2024-06-18,46.68
147047,7,2024-04-11,Low,2024-04-13,0,0,2024-04-13,57.31
147048,9,2024-09-17,High,2024-09-20,0,0,2024-09-20,66.61
147049,3,2024-04-10,High,2024-04-11,0,0,2024-04-11,13.02
147050,9,2024-07-28,Medium,2024-07-31,1,8,2024-08-08,58.84
147051,7,2024-11-06,Medium,2024-11-08,1,1,2024-11-09,30.53
147052,7,2024-06-16,Medium,2024-06-18,0,0,2024-06-18,65.04
147053,6,2024-08-11,High,2024-08-13,0,0,2024-08-13,73.78
147054,10,2024-03-30,Medium,2024-04-03,0,0,2024-04-03,74.48
147055,2,2024-08-21,Low,2024-08-23,0,0,2024-08-23,76.45
147056,7,2024-05-10,Low,2024-05-13,0,0,2024-05-13,30.2
147057,8,2024-07-11,Medium,2024-07-15,1,8,2024-07-23,69.26
147058,10,2024-12-02,High,2024-12-04,0,0,2024-12-04,56.06
147059,1,2024-11-25,Medium,2024-11-27,0,0,2024-11-27,58.76
147060,8,2024-05-04,Critical,2024-05-06,1,4,2024-05-10,38.29
147061,8,2024-10-20,Medium,2024-10-21,0,0,2024-10-21,73.52
147062,5,2024-04-18,Medium,2024-04-20,1,3,2024-04-23,45.81
147063,4,2024-05-10,Low,2024-05-11,0,0,2024-05-11,73.84
147064,2,2024-02-27,Medium,2024-03-02,0,0,2024-03-02,40.85
147065,3,2024-12-29,Low,2025-01-01,0,0,2025-01-01,8.05
147066,3,2024-09-29,Medium,2024-10-01,0,0,2024-10-01,68.44
147067,6,2024-09-17,Low,2024-09-20,1,2,2024-09-22,34.16
147068,6,2024-09-09,Medium,2024-09-11,1,9,2024-09-20,99.86
147069,9,2024-09-10,High,2024-09-13,1,5,2024-09-18,46.51
147070,8,2024-08-09,Low,2024-08-12,1,6,2024-08-18,56.87
147071,9,2024-10-27,Medium,2024-10-31,1,5,2024-11-05,84.09
147072,11,2024-02-17,Medium,2024-02-19,0,0,2024-02-19,35.39
147073,1,2024-02-29,Low,2024-03-01,1,4,2024-03-05,53.77
147074,11,2024-04-30,Low,2024-05-04,0,0,2024-05-04,23.14
147075,12,2024-07-30,Low,2024-08-01,0,0,2024-08-01,12.9
147076,10,2024-09-22,Low,2024-09-25,0,0,2024-09-25,66.52
147077,12,2024-09-11,Low,2024-09-13,0,0,2024-09-13,61.05
147078,1,2024-03-10,Low,2024-03-11,1,5,2024-03-16,63.55
147079,4,2024-03-31,Low,2024-04-02,0,0,2024-04-02,18.73
147080,5,2024-10-05,Medium,2024-10-06,0,0,2024-10-06,42.19
147081,7,2024-12-16,Medium,2024-12-17,1,8,2024-12-25,123.58
147082,3,2024-08-17,Low,2024-08-20,0,0,2024-08-20,24.31
147083,11,2024-12-24,Medium,2024-12-26,1,1,2024-12-27,44.09
147084,11,2024-04-17,High,2024-04-21,0,0,2024-04-21,76.19
147085,1,2024-06-13,Medium,2024-06-17,0,0,2024-06-17,37.82
147086,8,2024-05-19,High,2024-05-22,0,0,2024-05-22,29.73
147087,5,2024-08-18,Low,2024-08-20,0,0,2024-08-20,49.13
147088,5,2024-01-03,Low,2024-01-04,1,5,2024-01-09,99.19
147089,6,2024-01-04,Medium,2024-01-06,0,0,2024-01-06,20.97
147090,9,2024-05-12,Medium,2024-05-16,0,0,2024-05-16,20.5
147091,2,2024-04-15,Low,2024-04-17,1,1,2024-04-18,51.89
147092,11,2024-10-05,Medium,2024-10-09,0,0,2024-10-09,24.91
147093,4,2024-02-05,Low,2024-02-09,0,0,2024-02-09,70.7
147094,12,2024-04-13,Low,2024-04-15,0,0,2024-04-15,18.73
147095,4,2024-01-09,Low,2024-01-13,0,0,2024-01-13,50.89
147096,7,2024-08-23,Low,2024-08-26,0,0,2024-08-26,7.89
147097,6,2024-03-20,High,2024-03-24,0,0,2024-03-24,75.3
147098,6,2024-04-04,High,2024-04-06,0,0,2024-04-06,5.62
147099,10,2024-05-27,High,2024-05-30,0,0,2024-05-30,40.12
147100,1,2024-06-08,Medium,2024-06-11,0,0,2024-06-11,31.94
147101,9,2024-10-11,Critical,2024-10-12,0,0,2024-10-12,33.95
147102,7,2024-12-27,Low,2024-12-30,0,0,2024-12-30,15.05
147103,3,2024-09-05,Low,2024-09-07,0,0,2024-09-07,65.14
147104,10,2024-07-20,Low,2024-07-23,1,5,2024-07-28,100.06
147105,4,2024-06-13,Low,2024-06-15,1,1,2024-06-16,60.83
147106,1,2024-03-30,Low,2024-04-02,1,9,2024-04-11,92.2
147107,2,2024-03-10,Low,2024-03-13,0,0,2024-03-13,17.53
147108,6,2024-03-14,Low,2024-03-15,0,0,2024-03-15,49.97
147109,7,2024-01-18,Medium,2024-01-20,0,0,2024-01-20,37.31
147110,5,2024-03-04,Medium,2024-03-05,1,8,2024-03-13,106.55
147111,2,2024-03-01,High,2024-03-02,0,0,2024-03-02,25.05
147112,7,2024-01-21,Medium,2024-01-25,0,0,2024-01-25,44.99
147113,7,2024-10-30,Medium,2024-11-02,0,0,2024-11-02,53.49
147114,3,2024-09-24,High,2024-09-28,0,0,2024-09-28,5.06
147115,12,2024-10-16,Medium,2024-10-20,0,0,2024-10-20,7.15
147116,1,2024-10-04,Medium,2024-10-05,0,0,2024-10-05,38.78
147117,1,2024-01-25,Medium,2024-01-26,1,8,2024-02-03,127.96
147118,11,2024-02-02,High,2024-02-04,0,0,2024-02-04,49.68
147119,12,2024-04-28,High,2024-04-30,0,0,2024-04-30,49.42
147120,8,2024-02-05,Critical,2024-02-09,0,0,2024-02-09,47.87
147121,7,2024-06-28,Low,2024-06-29,0,0,2024-06-29,48.74
147122,4,2024-01-20,Medium,2024-01-21,0,0,2024-01-21,61.68
147123,4,2024-07-16,Low,2024-07-20,0,0,2024-07-20,64.65
147124,12,2024-12-12,Medium,2024-12-14,0,0,2024-12-14,40.14
147125,1,2024-04-27,Medium,2024-04-28,1,2,2024-04-30,20.6
147126,12,2024-05-18,Medium,2024-05-22,1,7,2024-05-29,83.31
147127,12,2024-09-04,Low,2024-09-05,0,0,2024-09-05,52.99
147128,1,2024-08-20,Low,2024-08-21,1,6,2024-08-27,111.16
147129,1,2024-10-02,Low,2024-10-03,0,0,2024-10-03,61.5
147130,8,2024-08-02,Medium,2024-08-05,1,4,2024-08-09,48.38
147131,2,2024-03-09,Low,2024-03-13,1,4,2024-03-17,62.97
147132,7,2024-08-30,Medium,2024-09-02,1,4,2024-09-06,41.49
147133,10,2024-03-07,High,2024-03-08,0,0,2024-03-08,15.9
147134,7,2024-10-13,High,2024-10-16,0,0,2024-10-16,62.48
147135,7,2024-11-14,Medium,2024-11-16,0,0,2024-11-16,17.29
147136,5,2024-02-26,High,2024-02-28,0,0,2024-02-28,34.9
147137,6,2024-04-02,Low,2024-04-03,0,0,2024-04-03,31.08
147138,11,2024-06-10,Critical,2024-06-13,0,0,2024-06-13,12.21
147139,12,2024-12-16,Medium,2024-12-19,0,0,2024-12-19,56.11
147140,8,2024-11-28,Low,2024-11-30,0,0,2024-11-30,67.31
147141,4,2024-10-26,High,2024-10-29,0,0,2024-10-29,9.65
147142,3,2024-05-07,Medium,2024-05-09,0,0,2024-05-09,62.6
147143,12,2024-05-03,Medium,2024-05-07,0,0,2024-05-07,15.52
147144,2,2024-04-27,High,2024-04-28,0,0,2024-04-28,57.32
147145,4,2024-04-19,Low,2024-04-21,0,0,2024-04-21,67.92
147146,1,2024-05-30,Medium,2024-05-31,0,0,2024-05-31,7.25
147147,4,2024-03-15,High,2024-03-18,0,0,2024-03-18,46.71
147148,4,2024-06-01,Medium,2024-06-05,0,0,2024-06-05,35.43
147149,9,2024-08-09,Medium,2024-08-13,1,9,2024-08-22,115.28
147150,10,2024-03-21,Low,2024-03-23,0,0,2024-03-23,60.11
147151,9,2024-04-21,Low,2024-04-25,1,2,2024-04-27,61.66
147152,6,2024-12-01,Medium,2024-12-02,0,0,2024-12-02,36.71
147153,3,2024-05-07,High,2024-05-10,1,5,2024-05-15,106.07
147154,10,2024-01-22,High,2024-01-23,0,0,2024-01-23,62.53
147155,12,2024-10-23,Low,2024-10-24,0,0,2024-10-24,33.84
147156,9,2024-04-08,Medium,2024-04-09,0,0,2024-04-09,58.53
147157,6,2024-03-06,Low,2024-03-09,0,0,2024-03-09,77.58
147158,9,2024-05-06,Medium,2024-05-10,0,0,2024-05-10,15.5
147159,10,2024-08-04,Medium,2024-08-07,0,0,2024-08-07,15.03
147160,9,2024-01-26,High,2024-01-27,1,8,2024-02-04,38.32
147161,11,2024-04-17,Medium,2024-04-21,0,0,2024-04-21,63.53
147162,4,2024-11-11,Low,2024-11-14,0,0,2024-11-14,38.71
147163,3,2024-09-02,High,2024-09-03,0,0,2024-09-03,23.43
147164,1,2024-06-09,Low,2024-06-10,0,0,2024-06-10,19.61
147165,5,2024-03-22,Medium,2024-03-23,0,0,2024-03-23,17.14
147166,4,2024-01-14,Low,2024-01-18,0,0,2024-01-18,26.59
147167,3,2024-10-06,Low,2024-10-09,0,0,2024-10-09,78.09
147168,8,2024-06-19,Low,2024-06-20,1,3,2024-06-23,40.87
147169,10,2024-12-25,High,2024-12-26,0,0,2024-12-26,7.87
147170,7,2024-11-06,High,2024-11-09,1,5,2024-11-14,37.48
147171,12,2024-03-09,Low,2024-03-11,0,0,2024-03-11,41.34
147172,2,2024-07-03,Low,2024-07-04,0,0,2024-07-04,31.75
147173,12,2024-08-05,Low,2024-08-08,1,1,2024-08-09,79.03
147174,9,2024-11-17,Low,2024-11-21,0,0,2024-11-21,58.13
147175,8,2024-05-19,Low,2024-05-20,1,2,2024-05-22,80.99
147176,11,2024-07-03,Medium,2024-07-07,0,0,2024-07-07,77.82
147177,12,2024-12-20,Medium,2024-12-24,1,8,2025-01-01,80.15
147178,10,2024-10-25,High,2024-10-28,0,0,2024-10-28,79.53
147179,4,2024-07-07,Low,2024-07-08,0,0,2024-07-08,32.23
147180,4,2024-12-20,Low,2024-12-21,0,0,2024-12-21,47.16
147181,7,2024-06-05,Low,2024-06-08,0,0,2024-06-08,39.61
147182,7,2024-11-05,High,2024-11-09,0,0,2024-11-09,25.58
147183,4,2024-12-01,Medium,2024-12-03,0,0,2024-12-03,24.26
147184,1,2024-02-07,Medium,2024-02-08,1,1,2024-02-09,28.14
147185,6,2024-03-06,Medium,2024-03-08,0,0,2024-03-08,51.48
147186,6,2024-02-22,Critical,2024-02-23,0,0,2024-02-23,73.44
147187,3,2024-07-28,Low,2024-08-01,0,0,2024-08-01,41.32
147188,5,2024-11-24,High,2024-11-28,0,0,2024-11-28,14.87
147189,12,2024-07-11,Low,2024-07-12,0,0,2024-07-12,35.05
147190,8,2024-04-25,Critical,2024-04-28,0,0,2024-04-28,58.22
147191,4,2024-03-26,Medium,2024-03-27,0,0,2024-03-27,5.8
147192,9,2024-12-06,Low,2024-12-09,0,0,2024-12-09,69.85
147193,10,2024-05-25,Low,2024-05-27,1,7,2024-06-03,46.26
147194,5,2024-09-03,High,2024-09-04,0,0,2024-09-04,12.42
147195,5,2024-04-17,Medium,2024-04-18,0,0,2024-04-18,9.94
147196,7,2024-05-24,Low,2024-05-26,1,2,2024-05-28,35.69
147197,1,2024-04-29,Medium,2024-05-03,0,0,2024-05-03,72.95
147198,6,2024-11-06,Medium,2024-11-07,0,0,2024-11-07,34.98
147199,2,2024-08-10,Medium,2024-08-11,0,0,2024-08-11,6.67
147200,3,2024-03-30,Critical,2024-04-03,0,0,2024-04-03,73.89
147201,8,2024-11-19,Medium,2024-11-21,1,8,2024-11-29,106.79
147202,4,2024-09-23,Medium,2024-09-24,0,0,2024-09-24,48.28
147203,7,2024-11-11,High,2024-11-12,0,0,2024-11-12,23.93
147204,10,2024-07-11,High,2024-07-15,0,0,2024-07-15,69.27
147205,10,2024-04-08,Medium,2024-04-11,0,0,2024-04-11,14.98
147206,5,2024-03-19,Low,2024-03-20,0,0,2024-03-20,16.13
147207,12,2024-04-18,Low,2024-04-20,1,8,2024-04-28,82.33
147208,2,2024-09-04,Low,2024-09-07,0,0,2024-09-07,25.35
147209,1,2024-07-20,Low,2024-07-23,0,0,2024-07-23,40.15
147210,5,2024-11-21,Low,2024-11-23,1,7,2024-11-30,66.11
147211,4,2024-12-08,Low,2024-12-10,1,6,2024-12-16,55.51
147212,6,2024-06-02,Medium,2024-06-03,1,6,2024-06-09,83.17
147213,3,2024-01-05,Medium,2024-01-07,1,5,2024-01-12,85.21
147214,2,2024-05-31,Medium,2024-06-03,0,0,2024-06-03,55.53
147215,3,2024-03-23,Low,2024-03-25,0,0,2024-03-25,71.4
147216,4,2024-01-02,Low,2024-01-03,0,0,2024-01-03,42.71
147217,6,2024-02-15,Medium,2024-02-19,0,0,2024-02-19,47.41
147218,9,2024-08-28,Medium,2024-08-29,1,4,2024-09-02,74.26
147219,12,2024-06-02,Medium,2024-06-05,1,5,2024-06-10,73.81
147220,11,2024-04-16,Medium,2024-04-17,0,0,2024-04-17,62.98
147221,12,2024-10-09,Low,2024-10-12,0,0,2024-10-12,66.46
147222,12,2024-07-08,Low,2024-07-11,1,4,2024-07-15,100.42
147223,2,2024-12-25,Low,2024-12-29,1,8,2025-01-06,118.55
147224,6,2024-10-01,Low,2024-10-02,0,0,2024-10-02,61.63
147225,12,2024-10-10,Low,2024-10-11,0,0,2024-10-11,20.04
147226,9,2024-12-28,High,2025-01-01,0,0,2025-01-01,49.58
147227,2,2024-09-02,Medium,2024-09-06,0,0,2024-09-06,54.29
147228,1,2024-02-25,Medium,2024-02-28,1,3,2024-03-02,50.01
147229,11,2024-09-10,Low,2024-09-13,0,0,2024-09-13,51.64
147230,12,2024-06-22,Medium,2024-06-24,0,0,2024-06-24,6.19
147231,8,2024-04-14,High,2024-04-17,0,0,2024-04-17,33.86
147232,4,2024-11-21,Medium,2024-11-24,0,0,2024-11-24,30.37
147233,2,2024-05-04,Medium,2024-05-07,0,0,2024-05-07,77.6
147234,11,2024-12-24,Low,2024-12-27,0,0,2024-12-27,46.58
147235,8,2024-09-05,High,2024-09-07,0,0,2024-09-07,79.68
147236,5,2024-06-11,High,2024-06-12,0,0,2024-06-12,71.53
147237,8,2024-06-14,Medium,2024-06-17,0,0,2024-06-17,46.43
147238,4,2024-11-23,Critical,2024-11-25,0,0,2024-11-25,12.11
147239,4,2024-12-27,Medium,2024-12-30,0,0,2024-12-30,15.3
147240,12,2024-10-28,Medium,2024-10-30,0,0,2024-10-30,70.87
147241,11,2024-03-21,Medium,2024-03-23,0,0,2024-03-23,10.04
147242,5,2024-02-24,Low,2024-02-28,0,0,2024-02-28,6.16
147243,11,2024-06-14,Medium,2024-06-16,0,0,2024-06-16,32.44
147244,1,2024-08-09,Medium,2024-08-12,0,0,2024-08-12,34.84
147245,10,2024-10-02,Medium,2024-10-06,1,3,2024-10-09,39.92
